시설명,userid,평점,코멘트
대구사격장,mqqbx0kyt,3,다양한 프로그램과 활동이 있어 좋았습니다.
대한안과의사회 성모맑은눈안과 ,rnnvr7zyn,5,전망대에서 보는 풍경이 최고였습니다.
더잭슨나인스호텔,fkaxq7h2w,3,시설 내 편의시설이 잘 갖춰져 있었습니다.
고려대학교 안산병원,bsnzwd7cx,1,편의시설이 부족해서 불편했습니다.
인천광역시 청사 부설주차장,gjhokb3g6,5,추천합니다!
열정치과,iraxyp8t8,3,서비스와 시설 모두 훌륭했습니다.
선병원국제검진센터,yehxj3ay2,1,시설 사용이 불편했습니다.
노원구 공영주차장,zoochmux3,5,시설이 매우 잘 관리되고 있었습니다.
대전국립숲체원,cwvwaiaqu,1,시설이 조금 낡았지만 여전히 좋았습니다.
대영목욕탕,qrvwlgvrr,3,시설 관리가 잘 되어 있었습니다.
강원도민프로축구단,vrerxw2k6,1,서비스와 시설 모두 개선이 필요합니다.
강북구 공영주차장,vvlsfqndz,4,시설의 청결 상태가 매우 좋았습니다.
양주실내체육관,wdshjn0dg,1,시설이 매우 실망스러웠습니다.
효성병원,oirfbyp62,3,직원들이 친절하고 도움이 많이 되었습니다.
고성군 평생교육,rtmsj2eqi,4,시설 사용이 매우 편리했습니다.
속리산말티재휴양림,zmrnyypgw,5,다양한 편의시설과 친절한 서비스가 인상적이었습니다.
플레이네이쳐,usyudn3ax,2,친절한 직원들이 부족했습니다.
강릉오죽헌,kduuszeo8,3,서비스와 시설 모두 훌륭했습니다.
중랑구 체육시설,uoqjb31v3,3,시설이 현대적이고 깔끔합니다.
밀양시 공설화장장,lbgcizkic,3,서비스와 시설 모두 훌륭합니다.
안산시 체육시설,ilcbug0lh,3,한 번쯤은 꼭 가볼 만한 곳입니다.
양주시 보건소,lzanwovcr,3,시설 관리가 잘 되어 있었습니다.
상주자전거박물관,sexiyxqh0,1,직원들이 조금 더 친절했으면 좋겠습니다.
청주육거리자동차밧데리할인매장,ficbd37go,2,시설 사용이 매우 불편했습니다.
구트병원,qrymh72sp,1,친구들에게 추천하기 어려운 곳입니다.
대한안과의사회 에스안과 ,xsspjqbo7,5,시설 내 편의시설이 잘 갖춰져 있었습니다.
탑플랜트치과,mpwnmtik4,4,시설 내 모든 것이 잘 정돈되어 있어 사용이 편리했습니다.
인천광역시 미추홀구 체육시설,sgrsqpbqr,5,여유롭고 편안한 분위기가 좋았습니다.
연세유펜치과,phwncrft2,1,서비스가 불만족스러웠습니다.
금호콘도 제주 ,bstaknhg8,2,가격 대비 품질이 좋지 않았습니다.
서대문구 공영주차장,rsxbp5x2d,5,서비스와 시설이 매우 인상적이었습니다.
모노클 이마트신제주점,bziqi6a7x,2,시설 내 모든 것이 정돈되지 않았습니다.
동대문구 보건소,acgagxsgl,3,편안하고 조용한 분위기에서 휴식을 취할 수 있었습니다.
백영수미술관,qnetcqm38,4,시설의 청결 상태가 매우 좋았습니다.
전주고려병원,qsnwm75bz,1,시설 내 모든 것이 정비되지 않았습니다.
남문통닭,nwxlyhega,1,시설의 청결 상태가 불만족스러웠습니다.
대한안과의사회-세종우리성모안과,gdynuewsv,1,시설 내 모든 것이 정비되지 않았습니다.
수영센텀치과,qtsfhayve,5,가족 여행에 추천합니다.
㈜제주한라렌트카,xggefo540,3,여기서 많은 추억을 만들었어요.
연세고운미소치과의원,nrrhhgds0,4,가족 여행에 추천합니다.
제주특별자치도립미술관,pmxlsdhzd,3,조용하고 한적한 곳이라 마음에 들었습니다.
리조트스파밸리,fkcvvouks,5,여기서 많은 추억을 만들었어요.
진주청동기문화박물관,muhgua1ji,1,음식이 별로 맛있지 않았고 메뉴가 부족했습니다.
김재성 치과의원,angindamq,2,체험 프로그램이 유익하지 않았습니다.
한국건강관리협회 인천광역시지부,qwqebb3p2,4,시설의 위치가 좋아 접근성이 뛰어났습니다.
전주병원,utumdl0id,1,시설 내 모든 것이 정비되지 않았습니다.
충남 서산의료원,bnpes24zq,3,시설의 위치가 좋아 접근성이 뛰어났습니다.
경희의료원 경희대학교병원경희대학교치과병원경희대학교한방병원 ,hvyvmrort,1,자연과의 접촉이 부족했습니다.
성남시 시립예술단 공연,kkwlrqbg0,2,시설이 매우 실망스러웠습니다.
인성병원,vlmfgx937,3,체험 프로그램이 매우 유익했습니다.
인천광역시의료원,wmlhsj5lj,1,편의시설이 부족해서 불편했습니다.
함안군 공영주차장,uzoshckg5,3,서비스가 정말 좋았어요.
예이재한방병원,vjimo4jk8,1,활동이 다양하지 않았습니다.
남양주시 공영주차장,xbxwuufio,2,시설 내 모든 것이 정비되지 않았습니다.
만장굴,llkxj9y22,2,편의시설이 부족했습니다.
동대문구 체육시설,tvipwc33e,3,친절한 직원들이 인상적이었습니다.
괴산군 보건소,hgiziioi2,4,한 번쯤은 꼭 가볼 만한 곳입니다.
철원군 평생교육진흥원,ikvebjz73,5,직원들이 친절하고 도움이 많이 되었습니다.
대한안과의사회 천안 서울안과 ,omiflb1im,4,시설이 매우 잘 관리되고 있었습니다.
수원시 사회복지시설,uatrfbkle,1,친구들에게 추천하기 어려운 곳입니다.
조은금강병원,vwwmv62br,4,주변 경관이 아름답습니다.
군포시 체육시설,wvfix3ldr,5,자연 경관이 매우 아름답습니다.
행복한치과,qsnfc8nxg,5,시설의 청결 상태가 매우 좋았습니다.
정동심곡 바다부채길,hpkymhmlz,5,아이들과 함께 즐거운 시간을 보냈어요.
디오름펜션,xefgvj2fv,3,시설이 매우 깔끔하고 현대적이었습니다.
영광군 청사 부설주차장,pzistdnyh,5,시설이 현대적이고 깔끔합니다.
서대문구 공영주차장,ypdaf2jtj,3,조용하고 한적한 곳이라 마음에 들었습니다.
대한안과의사회 천안 서울안과 ,xbvlvhcnk,5,서비스와 시설이 매우 인상적이었습니다.
엠플러스병원,kmnhm5r58,4,시설 내 편의시설이 잘 갖춰져 있었습니다.
고성군 문화체육센터,tfihrwb9s,2,자연 경관이 좋지 않았습니다.
거제시 체육시설,uacibsmya,3,가족 여행에 추천합니다.
효성병원 장례식장,qkwrh3d8p,3,시설 이용이 매우 편리하고 좋았습니다.
동대문구 공영주차장,hrlsb7s17,3,아이들이 즐겁게 놀 수 있는 다양한 시설이 마련되어 있습니다.
홍유릉,rwkce2eic,5,다양한 편의시설이 있어 편리했습니다.
인제대학교일산백병원,ehzrxlqhm,1,한 번쯤 가볼 만하지만 다시 방문하고 싶지는 않습니다.
상주시 공영유료주차장,wrvukrcee,3,시설 이용이 편리하고 안내도 잘 되어 있습니다.
김포시 국제조각공원,tuojmy9lb,3,깨끗하고 정돈된 환경이 좋았습니다.
성북구 체육시설,sfalcy427,2,시설이 불편하고 깨끗하지 않았습니다.
양주시 광적생활체육공원,mjkgg10k1,5,자연과 함께하는 시간이 힐링이 되었어요.
인제대학교부산백병원,ffnfkfyb9,4,시설이 현대적이고 깔끔합니다.
항공우주박물관,djbhoqi6f,1,편의시설이 부족해서 불편했습니다.
대전선병원,vmczndahm,1,편안하고 조용한 분위기가 아니었습니다.
김일섭 치과의원,efaojgu0x,4,휴식을 취하기에 최적의 장소입니다.
대한안과의사회 제일안과 ,xkuqdwkx8,3,가격 대비 만족도가 높습니다.
산음휴양림,daunb1hku,5,시설이 매우 잘 관리되고 있었습니다.
대구종합복지회관,heexwm74z,3,가성비가 좋습니다.
대한안과의사회_365밝은안과,zqperqljn,4,시설 내 편의시설이 잘 갖춰져 있었습니다.
노블리안 치과,hovlyaja2,5,친구들에게 추천할 만한 좋은 곳입니다.
강릉시 공영주차장,yaozrgtgo,4,가족 여행에 추천합니다.
증평군 보건소,yxcqhuqhe,5,아이들과 함께 즐거운 시간을 보냈어요.
하동군 금오산어드벤처 레포츠 시설물,scmyea1lr,2,시설 관리가 잘 안되고 있었습니다.
덕유산휴양림,zwntkce43,3,시설 이용이 편리하고 안내도 잘 되어 있습니다.
금왕태성병원,qnoigzhhz,4,자연과 함께하는 시간이 힐링이 되었어요.
참사랑문화의집,gfprlhv4s,2,가격 대비 만족도가 낮았습니다.
평택시 공영주차장,jmtdvfl8q,3,음식이 맛있었고 다양한 메뉴가 제공되었습니다.
상주시 경상감영공원,movgc783j,1,조금 붐비긴 했지만 전체적으로 만족합니다.
검봉산휴양림,nvhoowirs,2,주변 경관이 별로였습니다.
현대직업전문학교,dbymth585,1,시설이 너무 붐비고 혼잡했습니다.
양주시 광적생활체육공원,zcgrbmzgv,1,자연과의 접촉이 부족했습니다.
대한안과의사회_공덕서울안과,okaev1r6t,3,여기서 많은 추억을 만들었어요.
박달나무한의원,jnjasm0c9,5,아이들이 즐겁게 놀 수 있는 다양한 시설이 마련되어 있습니다.
대한안과의사회 안산연세안과 ,sdjujeup3,2,친구들과 함께 가기에는 적합하지 않았습니다.
거제시 추모의집,vpceovhcf,3,다양한 편의시설과 친절한 서비스가 인상적이었습니다.
조은안과,suzympi1i,2,친구들에게 추천하기 어려운 곳입니다.
해피뷰병원,puhhm232u,5,전체적으로 기대 이상이었습니다.
상주시 수상레저센터,jebvmrzdw,5,청결한 환경과 좋은 서비스에 만족했습니다.
대구시설공단 공영주차장,fsgaxarvt,1,시설이 너무 붐비고 혼잡했습니다.
제주목관아,kygjrqhwq,5,시설 내 모든 것이 잘 정돈되어 있어 사용이 편리했습니다.
광교연세안과,ocisg5jl8,1,시설이 불편하고 깨끗하지 않았습니다.
세명대학교 부속 충주한방병원,nqohbzcob,5,자연 경관이 매우 아름답습니다.
대한안과의사회 강남성모안과 ,frozmk8q8,5,여유롭고 편안한 분위기가 좋았습니다.
서귀포 치유의 숲,npkrpuw0r,4,다시 방문하고 싶어요.
근로복지공단 대구병원,oikctfasf,2,시설이 너무 붐비고 혼잡했습니다.
강한의원,kbxoj5qkp,1,시설 내 모든 것이 정돈되지 않았습니다.
파주시체육시설,dqdvxz6d0,2,편의시설이 부족해서 불편했습니다.
세계영상의학과의원,tfbzf0q7w,4,청결한 환경과 좋은 서비스에 만족했습니다.
의정부시 공영주차장,tncwpfh4d,3,서비스와 시설이 매우 인상적이었습니다.
양주시 신천생활체육공원,qtrlgyjr8,3,시설이 현대적이고 매우 잘 유지되고 있습니다.
 주 충주호관광선,lcyvm652c,5,매우 만족합니다.
의정부병원,bandspnls,5,시설이 현대적이고 깔끔합니다.
춘해병원,ceoaa3kcu,4,전망대에서 보는 풍경이 최고였습니다.
대구승마힐링센터,odbaiw7zo,1,시설이 현대적이지 않고 매우 낡았습니다.
스토리박스 스튜디오,apglrruad,3,시설이 현대적이고 깔끔합니다.
방태산휴양림,jxcuiob30,2,시설의 청결 상태가 불만족스러웠습니다.
옥천군 보건소,hixmzikt6,5,시설이 매우 깔끔하고 현대적이었습니다.
대한안과의사회 천안 서울안과 ,loekrvuou,4,주차 공간이 넉넉해서 편리했어요.
세종문화회관,ilqqjd7yj,1,활동이 다양하지 않았습니다.
강원대학교병원,rokanoq70,1,활동이 다양하지 않았습니다.
국립수목원,fivjtm07x,4,친구들에게 추천할 만한 좋은 곳입니다.
한국한센복지협회 제주특별자치도지부 복지피부과 의원,ezjayz3vc,4,매우 만족합니다.
서원대학교,worpbyru5,2,시설 내부가 좁고 불편했습니다.
천관산휴양림,clpkpx2qs,3,깨끗하고 편안했어요.
대전선병원,esgyl3py0,1,조금 아쉬운 부분이 있었어요.
예빛안과,keuqu650f,1,가격 대비 만족도가 낮았습니다.
성애병원,taxcrn5qr,3,다양한 활동을 즐길 수 있어서 좋았어요.
양주시 회암사지박물관,xvqbxpv7k,2,시설이 불편하고 깨끗하지 않았습니다.
방림원,wdxwyg9ia,4,한 번쯤은 꼭 가볼 만한 곳입니다.
광명시 체육시설,vblno3yyt,3,가격 대비 매우 만족스러운 경험이었습니다.
함안군 보건소,tzglxrvj5,5,가족 모두가 만족한 여행이었습니다.
강남서울밝은안과,slcsgh9ke,5,다양한 활동과 프로그램이 있어 좋았습니다.
수영센텀치과,whcrpcjb5,4,가성비가 좋습니다.
함안 체육관,gagui6btn,1,가족 모두가 만족하지 않았습니다.
부산광역시 중구 공영주차장,kmkpmb06z,3,가족과 함께 즐거운 시간을 보냈습니다.
창녕오리정운동장,hquqfx5yw,2,시설 이용이 불편했고 안내가 부족했습니다.
이크루즈,rtyfsly6l,1,활동이 다양하지 않았습니다.
종로구 공영주차장,pijcjabes,3,가족 여행에 추천합니다.
가평군 상면생활체육공원,cmdsbcjly,2,시설이 낡고 깨끗하지 않았습니다.
대명콘도 변산 ,uvkhh25s1,3,전망대에서 보는 풍경이 최고였습니다.
참사랑문화의집,vydjjtvc4,5,다시 방문하고 싶어요.
수원시 화성관람료,wwtphgkq5,4,다양한 시설과 편의시설이 있어 매우 편리했습니다.
건강한치과의원,rehkbqn3s,4,여기서 많은 추억을 만들었어요.
양주시 보건소,opjnh7eyi,2,아이들이 놀기에 안전하지 않았습니다.
수리산 상상마을,hiwwkor9t,5,시설 관리가 잘 되어 있었습니다.
검마산휴양림,yvzddsr58,5,시설 내 모든 것이 잘 정돈되어 있어 사용이 편리했습니다.
진주시 보건소,hugdid63l,1,음식이 별로 맛있지 않았고 메뉴가 부족했습니다.
양주시 삼숭생활체육공원,dslmnli9w,1,위치가 불편해서 접근성이 떨어졌습니다.
화성시 공영주차장,rroup7l26,1,아이들과 함께하기에는 불편한 점이 많았습니다.
성산일출해양도립공원,ojvif6lws,2,주차 공간이 부족했습니다.
하동군 국민체육센터,qasawkz62,4,주변 경관이 아름답습니다.
롯데시네마 춘천점,rueuu526k,3,다양한 프로그램과 활동이 있어 좋았습니다.
정선군 체육시설물,wpkpqbp4e,1,서비스가 불만족스러웠습니다.
김일섭 치과의원,hyoks535x,3,서비스와 시설 모두 훌륭했습니다.
대한안과의사회 한길안과병원 ,xsrljwxw9,3,시설 이용이 매우 편리하고 좋았습니다.
허브나라농원,habtc0920,5,가성비가 좋습니다.
의정부환한미소치과의원,sjrhi9pfd,2,시설 이용이 매우 불편했습니다.
스마트치과병원,hlkqprebq,2,서비스와 시설 모두 개선이 필요합니다.
부산광역시 중구 공영주차장,bvpsasouz,1,자연과의 접촉이 부족했습니다.
과천시청 부설주차장,qprqz459t,5,청결한 환경과 좋은 서비스에 만족했습니다.
청도용암웰빙스파,ivafsd7jd,1,주변 경관이 별로였습니다.
디오름펜션,rogbzr2ny,3,편안하고 조용한 분위기에서 휴식을 취할 수 있었습니다.
윌스기념병원,ojkquy5iy,5,시설이 매우 깔끔하고 현대적이었습니다.
평창군 야영장,bkbyq4xd1,1,전망대에서 보는 풍경이 실망스러웠습니다.
포항의료원,ycnqm8mdp,2,여름에는 너무 더웠습니다.
 주 충주호관광선,xlvzrz1ez,5,가족 여행에 추천합니다.
